40047,"Tile: Natural Stone (Granite, Marble, Slate, Quartz, etc) - Repair",Repair Natural Stone Tile,Granite & Stone Tile Repair Services,FALSE,TRUE,0,393,Tile Stone Marble Quartz ceramic,Repair Tile,"Repair, partially replace or extend existing tile work.",Repairs or alterations to existing tile work.,HS,Find local contractors to Repair Natural Stone Tile .  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,"Granite Tile Repair <city> <statecode> | Stone, Marble & Quartz Tile Repair",,74,3,FALSE,0,0,,,0,N,Natural Stone Tile Repair,-1,"Tile: Natural Stone (Granite, Marble, Slate, Quartz, etc) - Repair",Describe Your Stone Tile Project,Natural-Stone-Tile-Marble-Repair,1,"Tile,Stone,Marble,Quartz,ceramic,floor,mosaic,flooring,clean,tiles,etc,Slate,Granite, countertops, bathroom, kitchen",12073,371,FALSE,FALSE,FALSE,2019-07-28 08:06:09.455441+0000,2019-07-28 14:25:14.305343+0000,10162_40047_0_4,539
62353,Yard Waste and Clippings - Remove,Remove Yard Waste and Clippings,Yard Waste Removal Services,FALSE,FALSE,0,,"yard, clippings, waste, grass, leaves, tires, debris, branches, dirt",Yard Waste Removal,"Get rid of landscape debris, yard clippings, leaves, tires, etc.","Get rid of landscape debris, yard clippings, leaves, etc.",HS,Find local contractors to Remove and Dispose of Yard Waste and Clippings.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Yard Waste Removal <city> <statecode> | Dispose Of Yard Clippings,,81,3,FALSE,5,0,,,0,N,Yard Waste Removal,-1,Yard Waste Removal,Describe Your Yard Waste Removal Project,Yard-Waste-Removal,1,"yard, clippings, waste, grass, leaves, tires, debris, branches, dirt",12076,8802,FALSE,FALSE,FALSE,2019-07-28 08:06:05.732890+0000,2019-07-30 12:51:21 UTC,10002_62353_0_12,145
62409,Elevation Certification,Obtain an Elevation Certificate,Elevation Certification Services,FALSE,FALSE,0,,"flood, fema, elevation, certificate, survey, surveyor",Elev. Cert.,A FEMA Elevation Certificate is a document often requested by mortgage or title companies or flood insurance companies who want to determine the status of a building in relationship to the flood plain as it relates to the Flood Insurance Rate Map (FIRM). The information on the Elevation Certificate may be used to determine flood insurance rates for the client.,Establish elevation a property or building in relation to flood plain.,HS,Find local services that offer Flood Elevation Certification.  HomeAdvisor will connect you with prescreened and customer-rated surveyors in your area,FEMA and Flood Elevation Certification <city> <statecode>,,5,3,FALSE,5,0,,,0,N,Elevation Certification,-1,Elevation Certificate,Describe Your Elevation Certification Need,Elevation-Certification,3,"flood, fema, elevation, certificate, survey, surveyor, land, property, flood plain",12005,8913,FALSE,FALSE,FALSE,2019-07-28 08:06:06.236650+0000,2019-07-30 12:51:21 UTC,10002_62409_0_7,371
40199,"Stone Slab Countertops - Install (Granite, Marble, Quartz, etc)",Install Stone Slab Countertops,Stone & Granite Countertop Installers,FALSE,TRUE,0,51,countertops marble quartz counter install,Inst Stone Counters,These companies cut or shape stone (or have arrangements with people who do) & install the finished product.,Such as Silestone,HS,Find local contractors to Install Stone Slab Countertops.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,"Stone & Granite Countertop Installation <city> <statecode> | Install Quartz, Marble Countertops",,8,4,FALSE,0,0,,,0,N,Stone Slab Countertop Install,-1,"Stone Slab Countertops - Install (Granite, Marble, Quartz, etc)",Describe Your Stone Slab Countertop Project,Stone-Slab-Marble-Countertops-Install,2,"countertops,marble,quartz,counter,install,tops,slab,slate,granite,stone",12016,506,FALSE,FALSE,FALSE,2019-07-28 08:06:11.791523+0000,2019-07-30 12:51:42 UTC,10162_40199_0_1,178
40005,Carpets or Rugs - Clean at Home,Clean Carpets or Rugs in a Home,Carpet Cleaning Services,FALSE,TRUE,0,33,Carpet cleaners rug dryclean cleaning,Clean Rug in Home,"Used for wall-to-wall carpets as well as area rugs. Includes such techniques as dry-foam extraction, ""steam cleaning"" & wiping techniques. This category is not for the rental of do-it-yourself cleaning machines.",Carpets cleaned in the home or office.,HS,Find local contractors to Clean Carpets or Rugs in a Home.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,"Area Rug Cleaning <city> <statecode> | Oriental, Persian & Wool Rug Cleaning Services",,10,3,FALSE,0,0,,,0,N,Clean Home Carpets or Rugs,-1,Carpets or Rugs - Clean at Home,Describe Your Carpet Cleaning Project,Carpets-or-Rugs-Clean-at-Home,1,"Carpet,cleaners,rug,dryclean,cleaning,service,dry-foam,steam,cleaning",12011,329,FALSE,FALSE,FALSE,2019-07-28 08:10:14.196306+0000,2019-07-30 13:19:15 UTC,10279_40005_0_2,417
46478,Shower Install or Replace,Install or Replace a Shower,Shower Installers,FALSE,TRUE,0,25,shower replacement shower installation,Shower Install,"Includes shower pans, tile, fixtures & doors.","Includes shower pans, tile, fixtures & doors.",HS,Find local contractors to replace or install a shower. HomeAdvisor will connect you with prescreened and customer-rated shower installers in your area.,Shower Installation <city> <statecode> | Replace or Install a New Shower,,60,3,FALSE,0,0,,,0,N,Shower Install or Replace,-1,Shower Install or Replace,Describe Your Shower Installation Project,Replace-Install-Shower,1,"shower,bathroom",12058,1500,FALSE,FALSE,FALSE,2019-07-28 08:06:15.977728+0000,2019-07-28 14:25:00.251882+0000,10201_46478_0_287,2
62649,Steam Shower - Install,Install a Steam Shower,Steam Shower Contractors,FALSE,FALSE,0,,shower steam shower sauna,Stm Shower Install,"Includes shower pans, tile, fixtures & doors.","Includes shower pans, tile, fixtures & doors.",HS,Find local contractors to install a steam shower. HomeAdvisor will connect you with prescreened and customer-rated steam shower installers in your area.,Steam Shower Installation <city> <statecode> | Steam Shower Companies,,60,3,FALSE,5,0,,,0,N,Steam Shower Installation,-1,Steam Shower Install,Describe Your Steam Shower Project,Steam-Shower-Install,1,"shower, bathroom, steam, sauna",12058,9333,FALSE,FALSE,FALSE,2019-07-28 08:06:16.464111+0000,2019-07-28 14:25:00.279496+0000,10201_62649_0_308,2
40010,Window Cleaning,Clean Windows,Window Cleaning Services,FALSE,TRUE,0,279,"window, wash, clean, squeegee, telescopic, glass",Clean Window,Mostly performed by specialty firms whose cleaners use squeegees & any necessary scaffolding or ladders.  Sometimes performed by maid or housecleaning services when surfaces are accessible from the inside.,Interior & exterior cleaning of glass.,HS,Find local contractors to Clean Windows.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Window Cleaning Services <city> <statecode> | Window Cleaners,,13,3,FALSE,5,0,,,0,N,Window Cleaning,-1,Window Cleaning,Describe Your Window Cleaning Project,Window-Cleaning,1,"window, wash, clean, squeegee, telescopic, glass, exterior, maid, outside, inside",12014,334,FALSE,FALSE,FALSE,2019-07-28 08:06:17.619534+0000,2019-07-28 11:44:13.879446+0000,10205_40010_0_18,176
40034,Chimney or Fireplace - Clean and Inspect,Clean and Inspect a Chimney or Fireplace,Chimney & Fireplace Cleaning Services,FALSE,TRUE,0,43,chimney inspect sweep fireplace clean,Clean Fireplace,Cleans soot & creosote from the inside of the chimney as well as the fireplace.  Also inspect for damage & any potential hazards. Often clean heating flues at the same time. Some even clean dryer vents.,Chimney sweep cleans soot & creosote from inside chimney.,HS,Find local contractors to Clean and Inspect a Chimney or Fireplace.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,<city> <statecode> Chimney Cleaners | <city> <statecode> Fireplace Cleaning,,13,3,FALSE,5,0,,,0,N,Clean & Inspect Chimney,-1,Chimney or Fireplace - Clean and Inspect,Describe Your Chimney & Fireplace Cleaning Project,Chimney-or-Fireplace-Clean-and-Inspect,1,"chimney, inspect, sweep, fireplace, clean, soot, cap, lining, fire, place",12014,358,FALSE,FALSE,FALSE,2019-07-28 08:06:18.041687+0000,2019-07-30 12:53:09 UTC,10205_40034_0_25,93
62310,Chimney Cap - Install or Replace,Install or Replace a Chimney Cap,Chimney Cap Services,FALSE,FALSE,0,,chimney cap fireplace,Install Chimney Cap,Replace damaged or install a new chimney cap or chimney cover.,Chimney cap installation or replacement,HS,Find local contractors to Install or Replace a Chimney Cap.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Chimney Cap Installation Services <city> <statecode> | Chimney Cap Replacement,,13,3,FALSE,5,0,,,0,N,Chimney Cap Installation,-1,Chimney Cap - Install or Replace,Describe Your Chimney Cap Project,Chimney-Cap-Install-and-Replace,1,"chimney, cap, fireplace",12014,8756,FALSE,FALSE,FALSE,2019-07-28 08:06:18.484199+0000,2019-07-30 12:53:20 UTC,10205_62310_0_1,93
40022,Deck or Porch - Build or Replace,Build or Replace a Deck or Non-Masonry Porch,Deck or Porch Builders,FALSE,TRUE,0,289,deck porch wood front screen,Build Deck,"Includes deck surfaces, railings & associated stairs & landings.  Could be made of redwood, pine, treated pine, vinyl or any of a variety of artificial woods.","Deck materials include wood, vinyl & other artificial woods.",HS,Find local contractors to Build or Replace a Deck or Non-Masonry Porch.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,"Porch & Deck Builders - <city> <statecode> | Custom Wood Decks, Front Porches",,17,4,FALSE,0,0,,,0,N,Deck or Porch Build or Replace,-1,Deck or Porch - Build or Replace,Describe Your Deck or Porch Project,Deck-or-Porch-Build-or-Replace,2,"deck, porch, wood, frontporch, enclosure, pine, vinyl, redwood, railing, stairs, landing, hot tub",12017,346,FALSE,FALSE,FALSE,2019-07-28 08:06:19.133934+0000,2019-07-30 12:53:20 UTC,10206_40022_1_12,482
62554,Composite Deck - Build or Replace,Build or Replace a Composite Deck,Composite Deck Contractors,FALSE,FALSE,0,,deck porch composite vinyl plastic fake wood faux-wood,Composite Deck,"Includes deck surfaces, railings & associated stairs & landings.",Deck materials include artificial woods.,HS,Find local contractors to Build or Replace a Composite Deck.  HomeAdvisor will connect you with prescreened and customer-rated deck contractors in your area,Composite Decking Contractors <city> <statecode> | Install or Replace a Composite Deck,,17,4,FALSE,5,0,,,0,N,Composite Deck Build or Replace,-1,Composite Deck - Build or Replace,Describe Your Composite Deck Project,Composite-Deck-Build,2,deck porch composite vinyl plastic fake wood faux-wood,12017,9193,FALSE,FALSE,FALSE,2019-07-28 08:06:19.423493+0000,2019-07-30 12:55:11 UTC,10206_62554_1_64,482
40007,Post Construction - Clean-up,Clean Up Job-site after Construction,Post-Construction Cleaning Services,FALSE,TRUE,0,50,Post-Construction construction job cleaner commercial,Cln Post-Construct,Typically done by professional cleaners after the work crews are finished with their work & before the residents start using the new or renewed spaces.,Thorough post-construction clean up.,HS,Find local contractors to Clean Up Job-site after Construction.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Post-Construction Cleaning <city> <statecode> | Construction Site Cleanup,,13,3,FALSE,5,0,,,0,N,Post Construction Clean-up,-1,Post Construction - Clean-up,Describe Your Post-Construction Clean-up Project,Post-Construction-Clean-up,1,"Post-Construction, construction, job, cleaner, commercial, removal, clean, dirt, contruction, Cleanup, after, up, site",12014,331,FALSE,FALSE,FALSE,2019-07-28 08:10:20.892687+0000,2019-07-30 13:19:22 UTC,10281_40007_0_12,133
40096,Trees and Shrubs - Trim or Remove,Trim or Remove Trees and Shrubs,Tree or Shrub Removal & Trimming Services,FALSE,FALSE,0,246,tree pruning removal shrub tree,Trim Trees,Tree experts know about how various trimming techniques affect the tree's health & act accordingly. Most firms will remove any cut wood or leave it cut & stacked for firewood.,"Large trees require special skills, equipment.",HS,Find local contractors to Trim or Remove Trees and Shrubs.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,"Tree Removal & Trimming Service <city> <statecode> | Trim & Cut Trees, Shrubs",,79,3,FALSE,4,0,,,0,N,Trees & Shrubs Trim or Remove,-1,Trees and Shrubs - Trim or Remove,Describe Your Tree & Shrub Project,Trees-and-Shrubs-Trim-or-Remove,1,"tree,pruning,shrub,trimming,arborist,prune,cut,chop,oak,pine,spruce,maple,birch,beech,hemlock,locust,walnut,hickory,chestnut,cherry,fir,lilac,dogwood,aspen,alder,willow,elm,apple,cedar,juniper,poplar, tree removal, trees",12074,408,FALSE,FALSE,FALSE,2019-07-28 08:06:22.267576+0000,2019-07-28 14:25:09.979633+0000,10212_40096_0_125,145
40114,Water Heater - Install or Replace,Install or Replace a Water Heater,Water Heater Installation Services,FALSE,TRUE,0,263,Hot Water Heater Solar Tank,Inst Water Heater,"Electric water heaters do not have a little chimney flue on top like a gas water heater. May be serviced by electricians, plumbers or appliance technicians. Mostly used where there are not adequate gas supplies.",Includes gas and electric water heaters.,HS,Find local contractors to Install or Replace a Water Heater.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,<city> <statecode> Water Heater Installation & Replacement,,60,3,FALSE,0,0,,,0,N,Water Heater Install,-1,Water Heater - Install or Replace,Describe Your Water Heater Project,Water-Heater-Install-or-Replace,2,"Hot,Water,Heater,Solar,Tank,gas, electric",12058,425,FALSE,FALSE,FALSE,2019-07-28 08:06:20.557045+0000,2019-07-30 12:57:58 UTC,10211_40114_0_27,500
40115,Water Heater - Repair or Service,Repair or Service a Water Heater,Water Heater Repair Services,FALSE,TRUE,0,264,Hot Water Heater Solar Tank,Svc Water Heater,"Electric water heaters do not have a little chimney flue on top like a gas water heater. May be serviced by electricians, plumbers or appliance technicians. Mostly used where there are not adequate gas supplies.",Includes gas and electric water heaters.,HS,Find local contractors to Repair or Service a Water Heater.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Water Heater Repair Service <city> <statecode> | Hot Water Heater Repair,,60,3,FALSE,5,0,,,0,N,Water Heater Repair,-1,Water Heater - Repair or Service,Describe Your Water Heater Project,Water-Heater-Repair-or-Service,1,"Hot,Water,Heater,tank,gas,Heating,soft, electric",12058,426,FALSE,FALSE,FALSE,2019-07-28 08:06:21.113078+0000,2019-07-30 12:59:15 UTC,10211_40115_0_28,500
40369,Swimming Pool Heaters - Install or Replace,Install or Replace Swimming Pool Heaters,Pool Heater Installers,FALSE,TRUE,0,186,Pools sauna material heating replacement,Install Pool Heater,These firms will install or replace any of the equipment that makes a swimming  pool work correctly.,"Filters, pumps, bubblers, heaters, chlorinators, etc.",HS,Find local contractors to Install or Replace Swimming Pool Heaters.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Pool Heater Installation <city> <statecode> | Replace a Pool Heater,,61,3,FALSE,0,0,,,0,N,Swimming Pool Heaters Install,-1,Swimming Pool Heaters - Install or Replace,Describe Your Swimming Pool Heater Project,Swimming-Pool-Heaters-Install-or-Replace,2,"Pools,sauna,material,heating,replacement,maintenance,costs,tub,hot,ground,inground,Swimming,Heaters,above,Equipment,semi",12070,663,FALSE,FALSE,FALSE,2019-07-28 08:06:21.284445+0000,2019-07-30 13:00:18 UTC,10211_40369_0_83,125
40370,Swimming Pool Heaters - Repair or Service,Repair or Service Swimming Pool Heaters,Pool Heater Repair Services,FALSE,TRUE,0,187,Pools replacement maintain filter costs,Repr Pool Heater,Will troubleshoot pool equipment & handle any necessary maintenance or repairs.,"Filters, pumps, bubblers, heaters, chlorinators, etc.",HS,Find local contractors to Repair or Service Swimming Pool Heaters.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Pool Heater Repair <city> <statecode> | Fix a Pool Heater,,61,3,FALSE,0,0,,,0,N,Swimming Pool Heaters Repair,-1,Swimming Pool Heaters - Repair or Service,Describe Your Swimming Pool Heater Project,Swimming-Pool-Heaters-Repair-or-Service,1,"Pools,replacement,maintain,filter,costs,care,maintenance,tub,hot,ground,sauna,material,inground,Swimming,Heaters,above,Equipment,semi",12070,664,FALSE,FALSE,FALSE,2019-07-28 08:06:21.715318+0000,2019-07-30 13:00:27 UTC,10211_40370_0_84,125
46411,Stage a Home,Stage or Showcase a Home for Sale,Home Stagers,FALSE,TRUE,0,123,Stage sale resale showcasing home,Stage a Home,Professionals in Home Staging and Showcasing.  Can help a home seller get top dollar for their house.,Specialist in home staging & showcasing.,HS,Find local Home Staging Pros.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Home Staging <city> <statecode> | Stage or Design a Home for Sale,,5,4,FALSE,3,0,,,0,N,Stage a Home,-1,Stage a Home,Describe Your Home Staging Need,Home-Staging,2,"Stage,sale,resale,showcasing,home,equipment,props,staging,storage,furniture,rental",12019,1378,FALSE,FALSE,FALSE,2019-07-28 08:06:23.137351+0000,2019-07-30 13:00:35 UTC,10213_46411_0_144,460
40072,Gutters & Downspouts - Clean,Clean Gutters and Downspouts,Gutter Cleaning Services,FALSE,TRUE,0,114,Clean Downspout Gutters Downspouts cleaning,Cln Gutter,Some firms will do minor repairs at same time.,"Remove leaves, debris & flush out downspouts.",HS,Find local contractors to Clean Gutters and Downspouts.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Gutter Cleaning <city> <statecode> | Downspout Cleaning Services,,13,3,FALSE,0,0,,,0,N,Clean Gutters & Downspouts,-1,Gutters & Downspouts - Clean,Describe Your Gutter Project,Gutters-Downspouts-Clean,1,"Clean, Downspout, Gutters, drain, rain, leaves",12014,394,FALSE,FALSE,FALSE,2019-07-28 08:10:28.973107+0000,2019-07-30 13:19:30 UTC,10282_40072_0_11,488
46357,Concrete Floor Coating-Apply,Coat Concrete Floors with Epoxy or Hybrid Polymer,Concrete & Garage Floor Coating Contractors,FALSE,TRUE,0,300,floor flooring smooth glossy gloss,Concrete_Floor_Coating,Coat Concrete Floors with Epoxy or Hybrid Polymer for Decorative or Sealant purposes,Epoxy or Hybrid Polymer coating applied to concrete floors,HS,Find local contractors to apply concrete epoxy or Hybrid Polymer floor coating.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Garage Floor Coating <city> <statecode> | Concrete Floor Coating Contractors,,55,3,FALSE,5,0,,,0,N,Concrete Floor Coating - Apply,-1,Concrete Floor Coating-Apply,Describe Your Concrete Project,Concrete-Floor-Coating-Apply,1,"floor, smooth, glossy, gloss,sealant, durability, durable, finish, Hybrid, seal, surface, garages, painting, coating, cement, concrete, epoxy",12036,1254,FALSE,FALSE,FALSE,2019-07-28 08:06:24.560309+0000,2019-07-30 13:00:57 UTC,10214_46357_0_1,71
40131,Kitchen - Remodel,Remodel a Kitchen,Kitchen Remodelers,FALSE,TRUE,0,139,kitchen remodel design sinks countertops,Remodel Kitchen,"This is for major changes, not just replacing an appliance, floor or redecorating. For less comprehensive changes, check under the specific category such as plumbing, tile installation or painting.",Add a kitchen or substantially alter an old one.,HS,Find local contractors to Remodel a Kitchen.  HomeAdvisor will connect you with prescreened and customer-rated contractors in your area,Kitchen Remodeling <city> <statecode> | Kitchen Renovation,,2,4,FALSE,0,0,,,0,N,Kitchen Remodel,-1,Kitchen - Remodel,Describe Your Kitchen Remodeling Project,Kitchen-Remodel,3,"kitchen,remodel,design,sinks,countertops,cabinets,appliances,island,pantry,cupboards,granite,flooring,lighting,remodeling,remodelers,convert, general, contractor, renovation",12001,442,FALSE,FALSE,FALSE,2019-07-28 08:06:25.245408+0000,2019-07-30 13:01:33 UTC,10221_40131_0_11,14
