66225,Jim Dandy Sewer & Plumbing,"Plumbers;Backflow Prevention Devices & Services;Bathtubs & Sinks-Repair & Refinish;Building Contractors;Building Contractors-Commercial & Industrial;Excavation Contractors;Garbage Disposal Repair;General Contractors;Leak Detecting Service;Pipe Thawing;Plumbing, Drains & Sewer Consultants;Plumbing-Drain & Sewer Cleaning;Septic Tank & System Cleaning;Septic Tanks & Systems;Sewer Cleaners & Repairers;Sewer Contractors;Water Heater Repair;Water Heaters",http://local.yp.com/Listings/Details.aspx?NUM=a%3a13589742%3a13%3a4859924%3a14%3a0%3a7,20,https://www.yellowpages.com/seattle-wa/mip/jim-dandy-sewer-plumbing-2936887?lid=1001455297434,"903 N 128th St, Seattle, WA 98133",(206) 633-1141,"Experienced Plumbing and Drain Cleaning Specialists for Over 100 Years.Jim Dandy Sewer & Plumbing, located in Seattle, WA, has been serving the plumbing needs of people throughout the greater Seattle, WA area for over 100 years. We have worked hard to establish ourselves as one of the largest and most successful drain cleaning, sewer repair, and plumbing contractors in the Pacific Northwest.Jim Dandy's expert residential and commercial plumbing services include - Sewer Cleaning  Drain Cleaning Clogged Drains  Clogged Pipes Pipe Snaking  Pipe Rodding Roto Rooter  Toilets and urinals Showers and tubs Faucets  Sinks Hot Water heaters Garbage disposals Pipe repairs Water lines Video inspection and sewer locating Pipe Bursting Pipe Lining High pressure water jetting Backflow preventer repairs Tankless Water Heaters Green TechnologiesIn addition to these services, Jim Dandy also offers environmentally friendly plumbing services that allow you to conserve water while you save money.Call Jim Dandy Sewer & Plumbing today!",dispatch@jimdandysewer.com,206-633-1141
66661,JK Handyman Service,General Contractors;Building Contractors;Flooring Contractors;Handyman Services,http://jkhandymanservices.net,,https://www.yellowpages.com/nationwide/mip/jk-handyman-service-548426321,,(509) 590-3184,"Ready for a new look? JK Handyman Service provides skilled handyman services in Spokane, Washington and the surrounding area. Every improvement project is an opportunity to build something that will bring beauty to your home for years to come.  If you're ready to give your home or office a makeover, talk to a skilled contractor about our remodeling services.  You can count on us to be generous with our time, knowledge and skill when it comes to your home improvement project, too. We believe in going the extra mile, plain and simple.",jkhandymansvcs2018@gmail.com,509-590-3184
126825,Upscale Construction LLC,General Contractors;Bathroom Remodeling;Flooring Contractors;Home Improvements;Kitchen Planning & Remodeling Service,http://upscalenw.com,,https://www.yellowpages.com/yakima-wa/mip/upscale-construction-538592925?lid=1002004434533,"10111 Meadowbrook Rd, Yakima, WA 98903",(509) 961-7090,"Don't settle for a property that doesn't fit your personality. Expert remodeling expert service in Yakima, WA area. Eliminate the crowded feeling of your home by creating an open-concept living room. Improve the professional appeal of your office with new flooring. Upgrade your roof with new shingles. Upscale Construction is the company to call on for residential and commercial remodeling and roofing services. Our contractors utilize years of experience to turn your ho-hum home or office into a beautiful space. Call us for your free estimate and consultation right away.",nickwag1983@gmail.com,509-961-7090
106846,R & R Foundation Specialist,Foundation Contractors;Bathroom Remodeling;Building Contractors;General Contractors;Kitchen Planning & Remodeling Service,https://rrspecialists.com,,https://www.yellowpages.com/monroe-wa/mip/r-r-foundation-specialist-472999995?lid=1001920262112,"125 E Main St Ste 205, Monroe, WA 98272",(425) 760-5077,Our concrete specialists have worked on home foundations in need of various repairs throughout Western Washington.,info@rrspecialist.net,425-760-5077
113063,SOS Handyman Service,Altering & Remodeling Contractors;Bathroom Remodeling;Construction Consultants;General Contractors;Handyman Services;Kitchen Planning & Remodeling Service,,,https://www.yellowpages.com/vancouver-wa/mip/sos-handyman-service-18102530,"Vancouver, WA 98683",(360) 635-3353,"Here at SOS Handyman Service, we pride ourselves in quality craftsmanship, quality service, and quality prices. 
 
 
We are a husband and wife team with the knowledge to help you with all your remodeling needs! At SOS you will get the personal attention that you deserve. We will listen to exactly what it is you want, and do the work to your specifications. 
 
 
We are known for teaming up with our clients to make your dream project a reality. 
 
 
We are a honest and reliable team that truly believes in ""SOS"" (Serving Our Savior). 
 
 
Contact us today!",soshandy@gmail.com,360-635-3353
106846,R & R Foundation Specialist,Foundation Contractors;Bathroom Remodeling;Building Contractors;General Contractors;Kitchen Planning & Remodeling Service,https://rrspecialists.com,,https://www.yellowpages.com/monroe-wa/mip/r-r-foundation-specialist-472999995?lid=1001920441966,"125 E Main St Ste 205, Monroe, WA 98272",(425) 760-5077,Our concrete specialists have worked on home foundations in need of various repairs throughout Western Washington.,info@rrspecialist.net,425-760-5077
3748,acuity construction and design llc,General Contractors,http://www.acuityconstructionanddesign.com/home.html,,https://www.yellowpages.com/spokane-wa/mip/acuity-construction-and-design-llc-544353650,"14810 W Coulee Hite Rd, Spokane, WA 99224",(509) 342-1406,"With over 25 years of experience in our trade, you can be confident that you are hiring the best company to provide you with all your design, build and remodel needs. We take pride in our professionalism and absolute commitment to customer satisfaction, and make it our priority to meet and exceed your expectations. With a team of skilled professionals, no other company is more fit to handle your home remodeling needs than us.",acad247@gmail.com,509-342-1406
34132,Cutting Edge Concrete,General Contractors;Building Contractors;Concrete Contractors,,,https://www.yellowpages.com/mount-vernon-wa/mip/cutting-edge-concrete-543182410?lid=1002004466627,"1026 S 38th Pl, Mount Vernon, WA 98274",(360) 399-9915,"Cutting Edge Concrete is a fully licensed and insured company located in Mount Vernon Washington.  We service Skagit county and surrouning areas including Snohomish, Marysville, Arlington etc.  We specialize in both residential and commercial work and are looking forward to helping you with your next project.  Give us a call today to schedule your free estimate.",radam_01@yahoo.com,360-399-9915
2436,About Plumbing,Plumbers;Backflow Prevention Devices & Services;Bathroom Remodeling;General Contractors;Leak Detecting Service;Plumbing Contractors-Commercial & Industrial;Plumbing-Drain & Sewer Cleaning;Septic Tank & System Cleaning;Water Damage Emergency Service;Water Heater Repair;Water Heaters;Water Softening & Conditioning Equipment & Service,http://www.itsallaboutplumbing.com,3,https://www.yellowpages.com/nationwide/mip/about-plumbing-520266152,,(360) 399-1273,About Plumbing is a local family owned and operated full service plumbing company. We are determined to be the leader in customer service. Our mission at About Plumbing is to give great plumbing service at a fair price. It's All ABOUT Service!,darrendelong24@gmail.com,360-399-1273
64504,JATS General Contractor,General Contractors;Altering & Remodeling Contractors;Building Contractors;Landscape Designers & Consultants,http://jatsgc.com,,https://www.yellowpages.com/nationwide/mip/jats-general-contractor-548200292,,(360) 581-2888,,contact@jatsgc.com,360-581-2888
53828,Green Ally,General Contractors,http://www.greenallyconstruction.com,,https://www.yellowpages.com/mill-creek-wa/mip/green-ally-503076660,"po box 14990, mill creek, WA 98082",(425) 471-9700,,nick@greenallyconstruction.com,425-471-9700
103005,Renovation Services Net Work,General Contractors;Roofing Contractors;Roofing Contractors-Commercial & Industrial,,,https://www.yellowpages.com/mill-creek-wa/mip/renovation-services-net-work-545572982,"Po Box 13846, Mill Creek, WA 98082",(425) 741-3744,,info@roofingspecialistsnw.com,425-741-3744
109195,"Scuffy Paving, Inc.",Paving Contractors;General Contractors;Masonry Contractors,http://www.pavingcontractorkalama.com,,https://www.yellowpages.com/kalama-wa/mip/scuffy-paving-inc-547837743,"1280 Ashland St, Kalama, WA 98625",(360) 256-7721,"Our roots run deep in the asphalt and construction business. Scuffy Paving, Inc. in Kalama, WA is a highly renowned paving and asphalt contractor that provides an array of services. Our experience goes back more than 18 years in residential and commercial paving and asphalt projects. Over the years, we have nurtured our positive reputation by working diligently and striving for quality.  To acquire superior service carried out by a licensed and insured paving contractor, we hope you consider us. 
 
When it comes to paving services, we are sure you would want someone committed and experienced in the trade. We at Scuffy Paving, Inc. pride ourselves on our seasoned experts who have been comprehensively trained in asphalt repair, seal coatings striping, land grading and asphalt installation. Friendly as we are, we thrive on challenges and overcome them. Whether we are confronted with small or large-scale paving projects, we always finish what we start without compromising customer service and surrendering quality. For a paving contractor and asphalt contractor, you can know and trust, look to us for asphalt services. 
 
For all your commercial and residential paving needs, contact Scuffy Paving, Inc. in Kalama, WA at 360-256-7721. From excavation to paving, we commit to delivering the highest standards of quality and customer care.",,360-256-7721
50109,Gale Contractor Services,Home Improvements;Altering & Remodeling Contractors;Bathroom Remodeling;Concrete Contractors;Door Repair;Fireplaces;Garage Doors & Openers;General Contractors;Gutters & Downspouts;Insulation Contractors;Kitchen Planning & Remodeling Service,,,https://www.yellowpages.com/lacey-wa/mip/gale-contractor-services-472050428,"Lacey, WA 98516",(360) 456-3540,"We're Gale Contractor Services, and we're dedicated to providing outstanding service to our customers in every possible way. We offer a wide range of installation capabilities.  
 
 
Our crews are insured and focused on safety having received thorough company training. We are bonded, drug tested and background checked. We use the latest equipment and building science techniques, so you can expect outstanding service and quality installations.  
 
 
We install all types of insulation, and we can help you identify the best solution for your home. Our crews install according to manufacturer's specifications, which includes special attention paid to gaps, voids, compression, and wind intrusion practices that help to make your home more energy efficient.  We are experienced in residential construction, replacements and remodeling.  
 
 
Gale Contractor Services is a subsidiary of Masco Corporation (NYSE: MAS).  Masco, a Fortune 500 company, is one of the world's leading manufacturers of home improvement and building products.  
 
 
Call Today for your Free Estimate!",customercare@mascocs.com,360-456-3540
80182,Maverick Construction and Demo,General Contractors;Building Contractors;Carpenters;Demolition Contractors;Excavation Contractors;Flooring Contractors;Masonry Contractors,,,https://www.yellowpages.com/nationwide/mip/maverick-construction-and-demo-548724210,,(360) 880-7811,"Our company works with the latest equipment and machinery to get the job done right, on time, and within budget. When you need to get your project kicked off fast our team of qualified experts is there with superior demolition services, excavation service, and home repair. You can always rely on our company for precise work and dedicated customer service. Other specialties include: 
  
Demolition Contractor Rochester, WA 98579 
Professional Excavation Company Rochester, WA 98579 
Flooring Services Rochester, WA 98579 
Floor Installation Rochester, WA 98579 
 
Maverick Construction and Demo have an extensive background providing thorough project planning, and we take pride in offering high-quality projects, using the finest equipment, and keeping our work areas clean and safe at all times. Schedule us today for any type of professional excavation service, general construction, and local demolition service.",jogrub2@aol.com,360-880-7811
19502,"Blanning Family Remodeling and Handiwork, Inc.",Altering & Remodeling Contractors;Air Conditioning Contractors & Systems;Bathroom Remodeling;Building Contractors;General Contractors;Handyman Services;Kitchen Planning & Remodeling Service;Plumbers,https://blanninghandiwork.com,,https://www.yellowpages.com/nationwide/mip/blanning-family-remodeling-and-handiwork-inc-546577872,,(360) 890-0817,"DO YOU NEED SOMETHING FIXED IN YOUR HOME? 
WE CAN HELP WITH OUR HANDYMAN SERVICES IN OLYMPIA, WA 
Are you having trouble with the lighting in your home? Is your HVAC unit malfunctioning? Whatever the case may be, you can depend on the experts at Blanning Family Remodeling and Handiwork, Inc. to provide the comprehensive handyman services you need. We're a general handyman and HVAC contractor serving the Olympia, WA area.  
 
Turn to us for a wide range of services, including: 
 
Handyman work | HVAC work |Plumbing repair and replacement | Electrical troubleshooting and repair 
 
You can count on us to get to you in a hurry when you need our help. Plus, we offer flat-rate pricing, so you always know what you're going to get. Call 360-890-0817 today to get a free estimate on our services.",blanningremodels@gmail.com,360-890-0817
4859,AERP Construction & Consulting LLC,Building Construction Consultants;Building Contractors;Construction Consultants;General Contractors;Home Improvements;Home Repair & Maintenance;Roofing Contractors,https://aerpconstruction.com,,https://www.yellowpages.com/tenino-wa/mip/aerp-construction-consulting-llc-542515268?lid=1001827958253,"19841 Steelhead Ct SE, Tenino, WA 98589",(360) 960-1759,"Since 1998, AERP Construction has been committed to projects just like yours. Our company was founded by two separate companies that over time became one.  Since that merger we have blossomed, one single person owner/operator construction company and single person consulting green company to become one of the largest, most respected and trusted general contractors. satisfied clients can attest to our successful track record of safety, timely completion, cost savings and quality of our projects.Our foundation is our people. Many of the skilled craftsmen working with us today, promote and reward creativity and responsiveness within our organization. Our contractors are not only passionate about the project theyre working on; they are invested in each other and the company. These are just a few of the reasons that we are successful. As a result, our clients find us as team players fully committed to their project. We all win and that is our goal.Our company specs: Passion. Excellence. Service. Loving what we do is a natural function of our inner equation. Providing superior contracting services, which in turn promote the best interest of our clients, its essential. AERP Construction regularly makes value-added planning, scheduling and construction recommendations that solve challenges and save our clients Thousands or even millions of dollars on firm issues that effect the completion process. Education, research into new construction process are part of our equation, as we produce internal quality checks and provide safety meetings and standards that must be committed to by all contractor. Maintaining a strong financial position and bonding capacity. We are clear about our total service package, including our Start-to-Finish planning process, which results in a complete and timely finish.",aerpconstruction@gmail.com,360-960-1759
127937,Veteran's Remodeling Design & Build,Kitchen Planning & Remodeling Service;Altering & Remodeling Contractors;Bathroom Remodeling;Building Contractors;General Contractors;Painting Contractors;Windows,https://www.veteransrdb.com,,https://www.yellowpages.com/olympia-wa/mip/veterans-remodeling-design-build-548168313,"4006 Wiggins Rd SE, Olympia, WA 98501",(360) 763-8984,"Veteran's Remodeling Design & Build LLC specializes in providing services to owners of residential and commercial properties in Olympia, WA, and the surrounding areas. The owner is a 23 year old Disabled Retired Army Veteran who for the last 31 years has been running his business in multiple States he was stationed in during his Military Career. The company takes on any size job and considers none to small or to big. The team has a strong network of skilled tradesmen and tradeswomen to deliver unmatched services. We are licensed, bonded and insured for your peace of mind. 
 
Our services include remodeling, bathroom remodeling, kitchen remodeling, window replacement, siding installation, interior painting, exterior painting, staining, deck designing and building as well as repair, fence building and repair, patio building, outdoor kitchens, crawl space cleaning and insulating, garage refinishing, and flooring. We pride ourselves on getting to know our clients' hopes and plans, and designing, blueprinting and making their dreams and wishes become reality. We use both 3D concept drawings, computer generated designs and plans with virtual reality walk through presentations. We use wood, metal, glass, stone, plastic composites, and concrete materials. We have a customer friendly pricing model, and provide free estimates. 
 
Call Veteran's Remodeling Design & Build LLC in Olympia, WA at 360-763-8984 today to discuss your remodeling needs with our experts, to schedule an appointment with us as well as to find out more about all of our available services.",,360-763-8984
41103,Earth Homes,Bathroom Remodeling;Altering & Remodeling Contractors;Building Contractors;General Contractors;Home Builders,http://earthhomes.design,,https://www.yellowpages.com/nationwide/mip/earth-homes-549237657,,(360) 207-4150,"Earth Homes, LLC is a contractor working out of Olympia, WA and surrounding communities. We are a top rated renovation service provider, and from the first nail to the final creative touches, our contractor and crew will turn your home into a modern, unique, and comfortable place to live. We proudly offer eco-friendly home construction, natural building, and green building services. Our other specialties are: 
 
General Contractor Olympia, WA 98501 
Green Building Contractor Olympia, WA 98501 
Home Remodeling Olympia, WA 98501 
Clay Plaster Services Olympia, WA 98501 
 
Earth Homes, LLC has an extensive background in providing thorough renovation project planning, and we know what it takes to get the job done right, on time, and within budget. We take pride in offering high-quality projects, using the finest materials, and keeping our work areas clean and safe at all times. Schedule us today for any type of healthy building, eco homes, and bathroom remodeling.",aaron@earthhomes.design,360-207-4150
105835,Rolando Landscaping,General Contractors;Building Contractors;Concrete Contractors;Excavation Contractors;Foundation Contractors;Gardeners;Landscape Contractors;Landscaping & Lawn Services;Lawn Maintenance;Masonry Contractors;Patio Builders,http://rolandolandscaping.com,,https://www.yellowpages.com/belfair-wa/mip/rolando-landscaping-502861053?lid=1002004391070,"170 NE Byerly Dr, Belfair, WA 98528",(360) 801-2707,"Get the picture-perfect lawn of your dreams with Rolando Landscaping. We offer customized lawn care programs and reliable customer service from local experts. Instead of spending precious hours of your time toiling away on lawn maintenance, rely on Rolando Landscaping your lawn care professional to do the job right.  
 
You can have a lawn that is green, lush, thick as well as weed and disease-free along with the time to enjoy it with your family. We have many testimonials from our many satisfied customers and are fully backed by our satisfaction guarantee. 
 
In addition to our landscaping services, we offer roof and gutter cleaning services and pressure washing too. 
 
Excavating services are now available for our customers. Rock Walls, Retaining Walls, Pavers and Paths. 
 
Call Rolando Landscaping today!",nandogaspar10@gmail.com,360-801-2707
120927,The Paint Rangers,General Contractors;Painting Contractors,http://www.paintrangers.com,,https://www.yellowpages.com/snohomish-wa/mip/the-paint-rangers-493759370,"6013 196th St SE, Snohomish, WA 98296",(425) 481-4842,,jeff@paintrangers.com,425-481-4842
88944,Nor-Cat Inc,General Contractors;Fire & Water Damage Restoration;Water Damage Restoration,,,https://www.yellowpages.com/aberdeen-wa/mip/nor-cat-inc-537875200,"1100 E 1st St, Aberdeen, WA 98520",(360) 533-7988,,,360-533-7988
106794,"RQ Remodeling, Repair & Construction",Altering & Remodeling Contractors;Basement Contractors;Bathroom Remodeling;Building Contractors;Deck Builders;Drywall Contractors;Floor Materials;Flooring Contractors;General Contractors;Kitchen Planning & Remodeling Service;Patio Builders,https://rqremodeling.com,,https://www.yellowpages.com/nationwide/mip/rq-remodeling-repair-construction-547482649,,(360) 426-6427,"SEE HOW A GENERAL CONTRACTOR IN SHELTON, WA CAN REVAMP YOUR HOUSE 
Do you want to redo your bathroom, build a deck or increase the square footage of your home? No matter how complex your improvement project may be, you can count on the talented team at RQ Remodeling, Repair & Construction, LLC to tackle the job. We've worked as a remodeling contractor in the Shelton, WA area for over 15 years. You can rest assured that we have the necessary expertise and tools to handle your home improvement project. 
 
Call now to get a free estimate.",rqremodeling@gmail.com,360-426-6427
83153,Millions Custom Landscaping,Landscape Designers & Consultants;Drainage Contractors;General Contractors;Landscape Contractors;Landscaping & Lawn Services;Landscaping Equipment & Supplies;Retaining Walls;Sprinklers-Garden & Lawn,http://www.millionscustomlandscaping.com,,https://www.yellowpages.com/belfair-wa/mip/millions-custom-landscaping-534887298,"177 NE Maplewood Ct, Belfair, WA 98528",(360) 275-5797,,millionscl@hotmail.com,360-275-5797
97239,Premier PavingLLC,Asphalt Paving & Sealcoating;Building Contractors;General Contractors;Masonry Contractors;Paving Contractors,http://www.pavingservicesvancouver.com,,https://www.yellowpages.com/vancouver-wa/mip/premier-pavingllc-542408312?lid=1001844411980,"10801 NW 26th Ave, Vancouver, WA 98685",(360) 566-5490,ASPHALT PAVING AND SEAL COATING RESIDENTIAL AND COMMERCIAL DRIVEWAYS PARKING LOTS  PATCHING  SUBDIVISIONS,premierpaving@yahoo.com,360-566-5490
78258,A Grade Above Contracting,General Contractors,,,https://www.yellowpages.com/chattaroy-wa/mip/a-grade-above-contracting-473354973,"22811 N Day Mount Spokane Rd, Chattaroy, WA 99003",(509) 238-3241,,,509-238-3241
32296,Coyote Hollow Construction,General Contractors;Altering & Remodeling Contractors;Bathroom Remodeling;Building Contractors;Building Contractors-Commercial & Industrial;Cabinet Makers;Carpenters;Construction Consultants;Construction Management;Home Builders;Home Design & Planning;Home Improvements;Home Repair & Maintenance;Kitchen Planning & Remodeling Service,https://coyotehollow.com,,https://www.yellowpages.com/nationwide/mip/coyote-hollow-construction-548692420,,(360) 598-4699,"Welcome to Coyote Hollow Construction, Inc.! 
 
For over 30 years, our staff at Coyote Hollow Construction, Inc. has dedicated its time and energy into creating beautiful, skillful home renovations for Poulsbo residents and beyond. Our expertise ranges from certified-lead renovations, bathrooms remodels, kitchens remodels, insulated concrete, adult dwelling units, and much more. 
 
We have a reputation for attention to detail, integrity, and skillful execution of our projects. Call now to schedule your free one-hour estimate and speak with our trustworthy staff!",kenhowlett@coyotehollow.com,360-598-4699
